genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Stradb,-0.233114584,-0.766841846,0.221654724
Casp8,-0.018022893,-0.333128991,-0.039809303
Orc2,0.031286912,1.7365244,-0.890915034
Sgo2a,0.506963549,0.568136269,-1.046595266
Col5a2,-0.764807271,0.058650744,1.135916518
Col3a1,-0.721192573,0.210789363,0.650084107
Ercc5,0.118192768,0.153436406,2.503448927
Tex30,-0.229247519,1.051913852,-0.896549829
Ecrg4,-0.153804468,0.831892516,-0.950551616
Il1r1,0.126270645,-0.307499189,0.349474258
Il1r2,1.583634913,1.469723748,0.417985847
Chst10,0.801253315,2.302062607,-1.10477969
Mrpl30,-0.195827239,1.026633133,-0.748030879
Asnsd1,-0.000886577,0.658136644,-0.782791407
Ormdl1,-0.120270659,0.410514134,-0.734756368
Unc50,-0.109809924,0.222309428,-0.295320309
Inpp4a,0.47634021,-0.513468397,0.243761778
Ptpn18,-0.038187797,-0.622128413,0.194570523
Imp4,-0.033126542,1.508572648,-0.853290775
Fam135a,0.280510499,-0.120457262,0.156234838
Sdhaf4,-0.01162297,-0.153523264,-0.105234587
B3gat2,-0.309061924,-0.313382914,-0.037189946
Sphkap,1.920902146,2.129142044,0.688704311
Wnt10a,-0.5000632,2.627290692,0.341434032
Cyp27a1,-0.051256044,-1.226576829,0.230749497
Vil1,-0.42782182,1.512549049,0.513216893
Ctdsp1,-0.099880585,-0.105197629,-0.157453398
Slc11a1,0.700541508,-0.335534836,0.203075083
Ppm1f,-0.130097965,1.01507694,-0.712633427
Igfbp5,-0.578421193,-0.145404355,2.499698612
Xrcc5,0.08679782,1.812728327,-0.683622401
Atic,0.064195601,2.482912591,-1.34223857
Zfand2b,-0.129862169,-0.17127439,-0.307656599
Abcb6,0.006214418,1.795213149,-0.949428524
Tuba4a,0.085953666,1.400325422,-1.80621448
Ptprn,0.515167967,1.0185778,-0.091815997
Slc23a3,-0.259616321,1.9438314,-0.593896904
Speg,-0.719405317,-0.428881253,1.347207449
Des,-0.681257661,-0.087754861,0.818351851
Dnpep,-0.062985011,0.689348472,-0.739990753
Obsl1,-0.038587793,1.083918578,0.385749664
Stk11ip,-0.201872056,-0.80537815,0.234532301
4933407L21Rik,0.155762937,-0.389807723,0.286548667
2810459M11Rik,-0.091710127,0.053903458,0.021510917
Ncl,0.221565261,2.680077611,-0.722980982
Ptma,-0.100439029,1.769745084,-0.205872105
Farsb,-0.059961378,1.427512064,-1.003128326
Serpine2,0.128753047,-0.090794941,2.573318378
Efhd1,-0.706739965,-0.222253975,0.129055476
Ngef,-0.318911106,-0.489554435,4.084395656
Bok,-0.620227431,0.313507593,-0.484005433
Ing5,-0.087390893,0.928112774,-0.791082935
Pdcd1,0.204353668,0.612437213,0.765885336
Iqca,-0.017163887,-2.229676389,4.293582132
Mlph,0.342335619,-0.027510828,1.272424501
Scly,-0.00940019,-0.131392708,-0.171474903
Asb1,-0.10468757,-0.515938569,-0.158161684
Hdac4,-0.079195305,0.935041371,2.382719518
Serpinb8,-0.263364081,-1.3878065,1.521758142
Actr3,-0.090980027,0.359180973,-0.656905843
Slc35f5,0.410733185,-0.222411038,-0.468847486
Lct,0.278468298,2.079952292,-0.570085465
Mcm6,0.148149991,1.509803876,-1.739345847
Dars,0.055781333,1.743736653,-1.050262362
Rgs18,0.065193194,0.007477335,1.994520112
Rgs1,1.306918256,0.535605748,-1.267391543
Rgs2,-0.34272831,0.037391123,-0.49571309
Nifk,0.009497282,2.621473399,-1.264569869
Marco,0.963630028,1.874139989,0.638328589
Nek7,0.0023144,-0.507731893,-0.369097224
Ptprc,-0.102391986,0.008537635,-0.819375794
Cd55,-0.33411049,-2.26700374,2.041750273
Cd55b,-0.32967215,-1.854066803,1.395078879
Cacna1s,1.079286257,0.339360141,-0.003256365
Tmem9,-0.338743466,-0.925533088,0.618442077
Pkp1,1.045003395,0.226657953,2.184519683
Tnnt2,0.65436508,0.156033171,0.958785007
Fcamr,0.074549572,-0.743004706,0.422923233
Pigr,-0.258372526,0.05508894,-0.324990425
Il24,-0.323789429,-0.414011068,-0.470637538
Rassf5,-0.11563142,-0.385069646,0.083474299
Avpr1b,-0.984635802,-1.265631275,4.488625521
Rab29,-0.20277136,-0.421599591,0.070452977
Slc45a3,0.578958734,-0.441978273,-0.17946016
Elk4,-0.026471744,-0.118693187,-0.155237464
Cdk18,0.278376902,-0.497974177,1.307400433
Lrrn2,0.657805688,5.342005039,1.02814052
Pik3c2b,-0.117032203,-1.660828718,0.701462965
Cyb5r1,0.044329747,-0.61141836,0.005637663
Adipor1,-0.199924318,-0.22512317,-0.115558455
Mr1,-0.00490422,-0.769971531,0.211908891
Lamc1,0.073022718,-1.066627757,2.14829403
Rgl1,0.065642636,-0.803574925,1.285583322
Niban1,0.263075968,-0.387465637,0.234742585
Parp1,-0.177674463,0.53329487,-0.558025237
Capn2,0.118015983,-0.931077023,0.459142984
Tmem63a,0.060677229,-0.965764433,0.177739184
Opn3,-0.169557872,0.014362069,-0.729538229
Fh1,-0.17845447,0.633611432,-0.841451785
Spta1,0.08301764,-0.847456123,-1.442044727
Slamf9,-0.899783689,0.266422741,-0.239849671
Vangl2,-0.418280489,-0.876859722,0.678416728
Uck2,0.119878328,3.091809295,-1.005514458
Mpzl1,0.812921638,-1.160793321,1.238769993
Dcaf6,-0.103644865,-0.573182887,0.334305231
Xcl1,0.009708033,0.559786674,-0.924659594
Atp1b1,-0.705278263,-1.187500679,0.651339057
Ccdc181,-0.093407944,0.121083218,-0.689263596
F5,-0.077434197,-0.898211269,0.606491548
Selp,-0.301015589,-1.465333199,1.432313599
Sell,-0.202174931,-2.26304264,-0.16612175
Sele,-0.329699264,-4.062833699,1.095806346
Kifap3,0.018097192,-0.940962288,0.382552367
Prrx1,-0.089932108,0.117406707,1.322405681
Astn1,0.009108193,-0.029703368,0.348309657
Sec16b,0.038585213,-1.544234294,1.004914031
Ralgps2,-0.179877166,-0.640831921,-0.384463404
Soat1,0.055406576,-0.016527417,-0.562479593
Smyd2,0.366448987,2.64078614,-0.859721287
Ptpn14,0.512821992,-0.801472089,2.164782071
Cenpf,0.554281318,-0.433024599,-0.431625369
Eprs,0.020996343,2.287511988,-1.00761473
Cr2,0.287745828,0.887137467,-1.849450795
Nek2,0.337965008,-0.16250914,-0.654376784
Lpgat1,-0.098378196,0.026014538,-0.473722678
Batf3,0.029134761,-0.545563838,-0.024364258
Traf5,-0.036924126,-0.576303972,0.380570734
Nmt2,-0.067229321,0.923584093,-1.033727509
Cfap126,0.71987195,-0.034876029,3.967453209
Fcgr2b,0.147252949,-0.373773788,0.020107101
Phyh,-0.024052907,-1.243100845,0.392273454
Mcm10,0.512366534,1.067287824,-1.488660929
Hsd17b7,-0.152988233,1.863489422,-1.394509199
Lmx1a,0.19926514,-0.268427326,1.135722538
Mgst3,0.179581661,-1.131197069,-0.512975704
Tnfsf4,1.459265529,3.147197878,5.359346435
Mrc1,0.442463698,-1.049388018,0.206699507
Rabgap1l,-0.183634946,-0.892057676,0.498106251
Tnn,-0.172451575,-1.570947493,1.139853121
Vim,-0.187305452,-2.227459192,1.103110619
4930426L09Rik,-0.584718787,-0.851824443,1.432338405
Pip4k2a,0.297816008,-0.334976654,-0.243362934
Bmi1,-0.0268471,0.805018883,-0.893203792
Psmb7,-0.032245864,1.365147369,-0.789541155
Nr5a1,-1.184093213,-0.718975195,0.962348559
Arpc5l,-0.284721281,0.476590102,-1.076729827
Il2ra,-0.474671585,0.781774754,1.972406837
Yme1l1,-0.047611711,0.819103733,-0.777722411
Slc2a8,-0.020259244,-1.450812582,1.994531485
Coq4,-0.104107082,1.60814098,-0.848062968
Barhl1,-0.519862944,1.584469756,-0.104434866
Ddx31,-0.06044471,2.044244132,-0.938400327
Spaca9,-0.054257634,-0.655247737,0.109247709
St6galnac6,-0.096358391,1.7922552,-0.376603909
Eng,-0.340782565,-0.237908846,2.69382735
Gfi1b,2.261786507,-0.17642446,-1.851982998
Ak1,0.631792907,1.742879552,2.988243731
Slc25a25,-0.115029215,0.183551928,-0.647863644
Lcn2,3.214002858,1.620168364,-1.743898949
Kcnj3,0.407386589,-0.319378566,0.22217742
Dnm1,-0.172463759,0.182222424,2.791335435
Gpd2,-0.02075495,-0.129422539,-0.234077171
Gbgt1,0.319333826,-0.871726033,0.165951809
Ermn,-0.564116456,0.145614455,-0.2255939
1700007K13Rik,0.675615787,0.224311114,10.94541775
Olfm1,0.225625989,-0.550075632,0.231706841
Acvr1,0.572540576,-0.150869917,-0.357139967
Col5a1,-0.368943251,-0.097122998,0.752214784
Lamc3,-2.095931923,-0.1275719,4.467356149
Crat,-0.074742463,-1.422201114,0.045972819
Dolpp1,-0.14533403,-0.004963836,-0.53131125
Ntmt1,-0.235781886,1.477744574,-0.721104339
Hspa5,0.294624335,1.891391554,-1.351658391
Psmd5,0.021128683,1.171626099,-1.042925099
Zeb2,-0.089542276,-0.563693341,0.28844327
Phf19,0.269086592,1.235612783,-1.839895335
Hc,-0.323497679,2.882123564,1.25637618
Gsn,0.050089762,-1.395746609,-0.560146729
Stom,0.505360484,-0.610688066,-0.612412585
Dab2ip,-0.047737496,-0.976169777,2.089348202
Mrrf,0.065749922,1.658504129,-0.670093957
Slc4a10,-0.1866663,-1.813789286,0.412410708
Strbp,-0.262184876,-0.727435504,0.093546266
Egfl7,-0.594042999,-0.019709358,-0.027008181
Agpat2,-0.203211705,-0.144286433,-0.476591873
Notch1,0.07117976,-0.441510551,2.898320745
Fcna,0.906307225,-0.136483237,-0.161114562
Tmem141,0.52298229,-0.167717195,0.020130042
Ccdc183,0.095386287,1.736150639,0.51369557
Abca2,-0.026407338,-0.408169429,0.153014392
Uap1l1,-0.025824961,-0.589758875,-0.10960503
Dpp7,-0.002345235,0.480968289,-0.593702868
Arl6ip6,0.010195683,0.446985633,-0.623932794
Itgb6,0.191326387,-0.035277245,1.687072517
Arrdc1,-0.277856381,-0.948359593,0.613510844
Zmynd19,0.037479032,2.02991707,-1.422755291
Il1rn,0.186315365,-0.241734054,0.571556551
Hnmt,0.430629959,-1.331352828,1.982405248
Baz2b,-0.067940066,-1.163653638,1.02467296
Galnt3,0.618378599,-0.288921976,-0.106851224
Nckap1,0.129644881,-0.442896526,0.418570472
Slc25a12,0.067770774,-0.147291058,-0.253434127
Ube2e3,-0.165977664,1.494810666,-1.181505661
Zfp385b,0.099106152,-1.02919968,1.988810442
Hat1,0.088301079,1.518381321,-0.970806664
Xirp2,0.675611867,0.224311633,5.183277345
Ssrp1,0.034740609,1.810558041,-0.884232105
Prg3,-0.384462004,-0.214473426,-1.416610573
Prg2,1.355835215,-0.158403164,0.70459945
Slc43a3,0.159489758,1.456941262,0.043590643
Timm10,-0.196442704,2.612339548,-0.984638296
Ube2l6,-0.580116754,-0.709152169,0.205977359
Tfpi,-0.281348776,0.496393437,-0.400428628
Mtx2,-0.033961037,1.594247971,-0.666512428
Ola1,0.019424474,2.230690407,-0.775990118
Itga6,-0.096132058,-1.515198656,1.093123616
Slc12a6,-0.172066583,-0.944082419,0.199954711
Katnbl1,-0.121554302,0.50943528,-0.618042508
Nop10,-0.00395962,1.809194147,-0.95720987
Eif3m,-0.121674042,1.1575533,-0.751805238
Prrg4,0.48720823,0.362118311,5.053978799
Fbxo3,-0.100499564,-0.060338136,-0.235035339
Nat10,-0.106465425,2.180037269,-0.426134118
Cat,-0.095425,-1.121883737,0.132345711
Api5,-0.066002739,1.404069372,-0.968205269
Hsd17b12,0.240422534,1.763621911,-0.803243825
Gatm,0.299321399,-1.318082881,0.458319728
Dut,0.127692492,1.79927247,-1.016063566
Fbn1,-0.606113612,0.150839467,0.838817444
Fgf7,0.446320997,0.988133545,1.009428342
Meis2,0.045993261,-0.167272497,1.001092381
Slc28a2,-0.111287952,-1.123509303,-0.125976429
Chst1,1.154591756,0.239386673,0.434241837
Sord,-0.159131656,-1.396433645,1.323989898
Creb3l1,0.557035499,-1.116915664,3.301721538
Lrp4,0.498434956,-0.523631339,0.238272703
Pacsin3,0.273207541,0.577984289,1.263365705
Snap25,0.348680434,-0.201611633,2.273146958
Mkks,-0.056441473,1.045128958,-0.932388532
Ehd4,-0.31623555,-1.81893107,3.127953949
Ltk,0.136613771,-2.690121189,0.070235312
Ndufaf1,-0.100587386,1.171196044,-0.657320428
Nusap1,0.101645484,0.121802258,-0.963359369
4930402H24Rik,0.033688931,-0.736036625,0.267351663
Chac1,0.79471263,2.825186905,-2.609128452
Gfra4,2.453647761,2.029381417,-2.488809939
Siglec1,0.496395443,-0.644521164,0.08164118
Rpusd2,-0.022817028,1.312895707,0.849694488
Cdc25b,-0.21222658,-2.795553754,0.073438968
Knstrn,0.172044525,-0.118552185,-0.176472852
Smox,-0.041729463,-0.724408575,1.581995473
Rassf2,-0.029389163,-0.150329837,-0.430474081
Tmem230,-0.024469364,0.504786028,-0.413093379
Pcna,0.082312476,1.759364794,-1.205766582
Fsip1,-0.157157476,-2.336075242,1.881220872
Gpcpd1,-0.200406971,-0.150750375,-0.400827017
Rasgrp1,-0.255553263,-1.48360859,-0.31219735
Chgb,3.034601535,6.02748259,-2.989967581
Spred1,-0.248266288,1.065235615,-0.823445529
Crls1,-0.002889141,1.757964845,-1.061152427
Gabpb1,-0.142529085,0.978969875,1.0160347
Usp50,-0.014978966,1.912863141,-0.988158868
Stard7,-0.134657083,0.642067854,-0.688225959
Dusp2,-0.199957038,0.557002292,-0.525301885
Mrps5,-0.099755948,1.70354552,-0.647498283
Prom2,-1.045170593,0.091350366,2.387573297
Bub1,0.561595267,0.833338609,-1.643018921
Bcl2l11,-0.073578915,0.308877257,2.460897007
Ndufaf5,-0.114470286,0.847215305,-0.614997321
Zc3h8,-0.195186278,1.80755243,-0.71302657
Polr1b,-0.051536929,2.560576135,-0.980935464
Il1b,0.749855666,-0.128340941,0.674163046
Snrpb,-0.131262588,1.538120376,-0.671041011
Nop56,0.026056812,2.308249825,-1.028494981
Cpxm1,-0.003704317,2.78676021,-0.561247331
1700020A23Rik,-0.560069761,1.566272736,0.370348835
Bfsp1,0.465797799,-1.680402847,1.032244818
Cd93,-0.687695335,-1.918771227,1.921999668
Cst3,0.054089145,-0.620450012,-0.172308752
Acss1,-0.148262439,-1.607413989,0.112203192
Gins1,0.174883963,1.326335781,-1.522931013
Fam110a,0.034753624,-0.893907223,2.644290817
Slc52a3,-0.014966963,-1.391555397,0.797124891
Tpx2,0.64436155,0.194581119,-0.959611501
Pdrg1,0.004632661,0.898320121,1.21399213
Ccm2l,-0.602998822,-1.492208473,1.909559708
Snta1,0.452966587,-0.746372145,0.028043523
Fam210b,-0.042608456,-0.725598038,-0.016898673
Aurka,0.405085404,0.209491886,-0.74665157
Tpd52,0.013589438,-0.866711235,0.608072593
Rae1,-0.203907967,1.512800064,-0.801758132
Zbp1,0.179857938,-0.462001013,0.016555935
Fabp12,-0.508426773,-0.775721069,1.617262254
Fabp5,0.194915083,1.422653798,-0.992767191
Nfatc2,0.384845022,-0.952416125,1.477985076
Car1,2.20201723,-0.84980412,-2.707751337
Dok5,-0.303924134,0.027649847,2.792092637
Car2,0.159317658,-1.189839619,2.159063401
Psma7,-0.043418471,1.71066349,-1.101516077
Col9a3,0.395969889,1.568235971,-0.118278465
Chrna4,1.813639015,4.591200261,-0.867595938
Srms,-0.009240886,-0.66968606,0.602400105
Oprl1,0.088130701,2.242430248,-0.249718097
Pcmtd2,-0.196971246,-1.400452688,0.799219332
Ahcy,-0.161728398,1.457023592,0.511628079
Map1lc3a,-0.123527608,-1.095350381,0.267742257
Gss,0.093251234,0.366640291,1.810271151
Procr,-0.156021907,0.108836036,0.351634234
Eif6,-0.297468247,1.308485684,-0.688417991
Hps3,-0.123085735,-0.212911362,-0.216071236
Epb41l1,0.420205746,-1.179360109,0.880484966
Tbl1xr1,-0.007441191,0.202608139,-0.799895851
Rab5if,0.069186955,0.932814702,-0.934535421
Samhd1,-0.089418827,-1.638551897,0.303816996
Fam83d,0.664726499,1.52756285,0.538382164
Ccn5,1.310310608,-1.398057276,1.796172829
Zmat3,0.734474485,-0.23577604,3.535139535
Actl6a,-0.062110015,1.342537352,-0.72308979
Ncoa3,-0.069557788,-0.414574924,0.081718346
Mecom,0.367465607,-0.06773613,1.490002148
Tnik,0.271460714,-1.172499192,0.809296115
Ect2,0.294717055,0.130254506,-0.482303111
Anxa5,0.125456679,-0.753486317,0.555412089
1810062G17Rik,0.221194561,-2.456432576,2.219819103
Ccna2,0.698846127,0.679562803,-1.527715766
Spata5,-0.171921713,1.932394534,-0.538879533
Rab33b,-0.101560982,-0.038545835,-0.265211187
Postn,0.034314584,-0.370318613,0.849980618
Exosc8,-0.042575045,1.196946281,-0.724401393
Sucnr1,-0.561876693,-0.513716812,2.75076944
Ppm1l,-0.086413563,-1.021956761,0.353332221
Sis,0.030660182,-0.691142415,1.44757086
Dclk1,0.207437302,-0.212716115,0.297615897
Tm4sf1,-0.2439972,-0.214529624,0.047288516
Wwtr1,-0.726240255,-0.321936344,0.770507574
Ppid,-0.049870879,1.880285099,-0.985496117
Serpini1,0.027854437,-0.772037009,-0.084427096
Syt6,1.17684052,1.286566002,1.110791324
Nras,-0.083613679,0.207683895,-0.403610329
Sike1,-0.140667234,-0.888436212,0.274619743
Sycp1,0.163747342,-0.295023246,1.767792568
Tspan2,-0.111247648,-1.430409187,0.196935606
Cd2,-0.164262055,-1.576188452,-0.842765868
Spag17,1.429308505,1.619153147,2.938646189
Hsd3b6,0.951563615,0.367913074,-1.175154982
Hmgcs2,-0.99564618,0.137223334,1.049557907
Notch2,0.102864954,-0.638090955,-0.241095838
Dram2,0.077362307,-0.430042814,-0.204345791
Dennd2d,-0.08677862,-0.525105029,-0.250125673
Ddx20,-0.181429255,0.883271901,-0.784328026
S100a11,0.043003198,-0.770124381,1.752255934
Slc27a3,0.306966658,1.32285316,0.865013006
Jtb,-0.122078486,1.221872113,-0.6958535
Hax1,-0.065017389,1.632616714,-0.715911215
Efna1,-1.039617861,-1.388982696,3.263966693
Gask1b,-0.127704386,-0.394108322,2.286271832
Prss12,-0.265953553,0.135926673,-0.000239018
Hadh,0.072852563,-0.681286304,0.081951689
Tlr2,-0.007945725,-0.432497999,0.120339766
Sfrp2,0.146209391,-0.180185963,3.600222883
Casp6,0.112987931,-0.725502012,0.427102816
Pla2g12a,0.18667608,1.420090636,0.270710223
Gucy1b1,-0.386261847,-0.206362652,0.876094829
Asic5,0.689450361,5.547070177,-0.327919566
Gar1,0.2048665,2.486891132,-0.593313321
Tdo2,-0.377682576,0.356102756,-0.392319476
Ctso,-0.090189985,-0.175675157,-0.299565108
Pdgfc,0.765024122,-0.979516751,0.725904137
Aimp1,-0.07669664,1.444812976,-0.627711596
Dkk2,0.262312591,-0.050193968,1.63546534
Ptgfr,0.306776873,-0.909578358,1.981585553
Zbtb7b,-0.011402082,-0.96249027,2.069440962
Cks1b,0.346921639,1.18784483,-1.599271286
Hcn3,-0.06134136,2.974897962,0.635272682
Rit1,0.081986213,-0.137902028,-0.263126321
Arhgef2,0.045331928,-0.493041404,-0.058771398
Gpatch4,0.004147052,2.855715194,-0.676732678
Pear1,0.018233861,-1.529871925,2.082237577
Cd1d1,0.443762205,-0.461993513,-0.912407152
Dclk2,0.152256304,-1.281165368,-0.398309704
Fmo5,0.060373422,-1.285240659,1.113665162
Tlcd4,0.81094494,-0.476068947,-0.472795278
Adh5,-0.094977908,1.439911545,0.144697981
Rap1gds1,-0.120453707,0.099249904,-0.609633243
Tspan5,-0.237576414,0.806785557,-0.755962128
Eif4e,-0.086876006,1.753010034,-1.187110836
Ppp3ca,-0.214937066,0.115822086,-0.615219908
Manba,-0.064704875,-0.408076752,0.033016208
Wls,0.27453003,-1.026747269,0.645646608
Depdc1a,0.266653588,-0.250481526,-0.705103726
Lrrc7,-0.088498311,-0.365469719,1.882059446
Ccn1,-2.790378512,-0.345332509,4.572429342
Cryz,0.174854928,-0.511809732,0.017369248
Trp53inp1,-0.00903471,-1.672934041,4.220723885
Ccne2,0.124502403,0.764767387,-1.185818057
Cdh17,0.419673114,-0.971692369,-0.522739887
Cibar1,0.012129893,0.364055747,-0.716327725
Pip4p2,0.194240733,-0.524364348,-0.531975449
Calb1,-0.228492011,-0.005958564,2.098750676
Decr1,0.12939031,0.385193706,-0.605434234
Cpne3,0.104179051,-0.132481014,-0.542138477
Atp6v0d2,0.123695918,-0.533984792,1.036071929
Sdcbp,0.014740382,-0.369429418,-0.332412192
Tstd3,-0.038947305,-0.501772932,-0.000906804
Ccnc,-0.122601215,0.585217332,-0.470371324
Ndufaf4,0.108626488,2.604830843,-1.68878424
Gbp2,0.352248906,0.391615523,-0.873272126
Aldob,-0.791137189,1.005224665,0.59990919
Polr1e,0.003282721,2.48929783,-0.768710003
Exosc3,-0.122137309,1.174626069,-0.804413063
Tmod1,-0.400344124,-0.258952754,-0.175645457
Ncbp1,-0.086102701,1.466779325,-0.777544258
Hemgn,1.058719945,0.10871959,-0.980975263
Nr4a3,0.007511619,0.571976497,1.811952768
Tmeff1,1.202609058,0.19059279,-0.277322764
Zfp618,-0.04147001,-0.597754742,1.243345997
Tnfsf8,0.115501318,-0.475997745,3.680837571
Tnc,0.167833047,0.161034826,3.093766501
Astn2,-0.45676301,-0.778750982,1.717866518
Ugcg,-0.031325297,0.894082222,-1.195430811
Ptbp3,-0.107707013,-0.017517918,-0.402506677
Snx30,-0.119503502,-0.55502596,0.009850242
Slc46a2,-0.544829678,-1.48758446,0.879505642
Pole3,-0.036708648,1.756866104,-0.550054997
Mpdz,-0.844187271,0.065675657,0.763823631
Smu1,-0.092357644,1.490237744,-0.709864993
Dnaja1,0.149514969,2.201132209,-2.352904064
Tmem38b,2.914394261,-0.085667624,-2.595004793
Rad23b,0.112835463,1.573862855,-0.987666968
Nol6,-0.02513465,1.876379037,-0.432287664
Elp1,-0.160205639,1.640706005,-0.596016023
Epb41l4b,-0.39979853,0.97637516,-0.49747713
Dcaf12,-0.273679402,-0.792179121,-0.315855872
Nudt2,-0.081251958,1.527049941,-0.816962704
Cntfr,-0.93461299,0.484584731,1.468392071
Enho,0.951389699,-2.252934623,2.178882578
Dctn3,-0.22165214,0.77061294,-0.569828202
Stoml2,0.014516789,1.833429671,-1.180681506
Cd72,-0.13271101,0.073249171,-0.765195526
Sit1,-0.191099814,-0.862465792,-0.398662595
Tpm2,-0.767037051,0.426388513,1.31010546
Tln1,0.152913709,-0.548122636,-0.058335791
Gba2,0.007267185,-0.536593335,-0.095016976
Gne,0.031858497,0.214540149,2.358749379
Glipr2,0.038941164,-0.956809456,2.439550921
Plin2,0.223991516,-0.068387464,-0.418454843
Mllt3,0.151720545,-0.397879879,-0.224297632
Plpp3,-0.038252963,-0.808440735,0.482278395
Prkaa2,0.515528916,-0.054931805,2.484352173
Slc35d1,0.053809665,0.334881311,1.703023224
Ak4,0.571825661,2.805376011,-0.411669997
Dnajc6,1.341918529,0.556974697,0.079423652
Jak1,0.006847303,-0.581903291,0.175246183
Dph2,-0.146271261,1.788063228,-0.86738113
Bend5,-0.189734608,-0.176630769,-0.886781505
Rnf11,-0.206091498,0.495029538,-0.506898307
Osbpl9,-0.004058777,-0.54143477,-0.002203968
Usp1,0.088829892,1.36705098,-1.206570527
Btf3l4,-0.101223122,1.222905214,-0.613437575
Fggy,0.120841108,-1.438985725,1.138139815
Gpx7,1.18370222,-0.246616645,-0.122418363
Magoh,0.10364541,1.870498681,-1.069687115
Ndc1,0.05999183,1.873240272,-0.99198606
Tmem59,-0.063283975,-0.271317744,-0.205106949
Dyrk2,-0.191980931,-0.059457767,-0.28164767
Ctps,-0.064914086,2.832813816,-1.315445583
