genes,Raditation_LFC,Radiation_FDR
Dyrk4,-0.941880018,0.517723507
Prmt8,1.122023043,0.598678476
Tspan9,0.113123606,0.899093413
Fkbp4,-1.507014825,0.000665515
Clec2i,-0.798198886,0.003039595
Slc8a2,1.265124763,0.499474362
Zik1,-0.312115121,0.725610488
Vasp,-0.71561111,0.002653624
Qpctl,2.923357894,4.66E-22
Dmpk,0.749969933,0.197715971
Pglyrp1,0.875355231,0.018181781
Pdcd5,-0.902655373,0.000974872
Lilra6,0.338054189,0.579221859
Tmem238,-0.975556781,0.052200973
Psd3,1.037159359,0.000285901
Siglecg,0.015483246,0.983304938
Faap24,-0.66730045,0.072063742
Prmt3,-0.634234527,0.083156475
Cers3,-1.839614143,0.352190832
Snrpa1,-1.129801758,0.000968123
Tjp1,0.003016008,0.997801089
Fam189a1,2.844543595,0.04176206
Mphosph10,-0.728812146,0.006022694
Cib1,-0.37426829,0.530051155
Idh2,-0.423809335,0.296579609
Nr2f2,1.06898087,0.351182564
Pgpep1l,1.1738963,0.355042255
Synm,0.728719065,0.570840978
Ctsc,-0.921822118,0.000562426
Cd22,-0.92336125,3.18E-05
Tyrobp,-0.179182753,0.728302072
Rasgrp4,0.198592766,0.743213257
Fam98c,-0.224272765,0.609099574
Psmc4,-0.905149517,0.042594564
Mfge8,2.698891376,1.06E-08
Hapln3,1.999519303,0.308601541
Aen,1.935248924,1.17E-10
Mrpl46,-0.66273513,0.037392931
Tmem126a,-0.756146262,0.030422643
Sytl2,1.910274003,0.002113704
Zfand6,-0.16350077,0.756946655
Sh3gl3,0.588214895,0.852227007
Ddias,4.659133906,1.83E-33
Rab30,-0.818732789,0.01319594
Arl6ip1,-0.773620139,0.085632075
Xylt1,0.536304764,0.207496995
Nucb2,-0.671067674,0.008110509
Ipo5,-1.153277048,0.000231243
Kif22,-0.660011452,0.093891337
Pagr1a,0.925309958,0.346991634
Sez6l2,-0.460900449,0.507407307
Stard10,1.041773278,0.000773707
Fchsd2,0.006343796,0.989275208
Aldoa,-0.914799792,0.006913099
Gdpd3,-0.062451121,0.939178578
Coro1a,-0.410619707,0.392871819
Dnajb13,-0.880197782,0.036547151
Nupr1,1.420361157,0.284280388
Cd19,-0.386592908,0.476155765
Lipt2,-1.121391704,0.083101648
Gm9755,3.276967796,NA
Slco2b1,0.555637225,0.395943435
Eif3c,-0.825417665,2.21E-05
Dgat2,0.462957511,0.561389521
Nsmce1,-0.549316866,0.078861018
Far1,-0.904361515,0.013555348
Arhgap17,0.177712525,0.702625073
NA,1.413604812,0.608733894
Dkk3,0.217811957,0.906587362
Pak1,-0.159750743,0.830235543
Cox6a2,-0.248549171,0.804125527
Itgam,0.710826688,0.296579609
Rnf141,0.274364354,0.332862374
Adm,-0.293165523,0.615130845
Dkkl1,3.308928381,1.07E-05
Cd37,0.179226471,0.697603762
Abcc6,3.130242604,NA
Ush1c,5.965270412,NA
Rgs10,-0.239116844,0.704507818
Bag3,1.005988741,0.266569495
Chp2,1.199448145,0.479014025
Plk1,-0.436762217,0.629744206
Ubfd1,-1.12577235,0.008953369
Gga2,-0.261547829,0.548315114
Cdr2,0.178262722,0.873926348
Mrpl17,-0.820087351,0.001498684
Polr3e,-0.421448767,0.293554434
Uqcrc2,-0.827248804,0.019338205
Rrp8,-0.875008547,0.007416995
Trim30a,0.231485515,0.685789653
Thumpd1,-0.921115248,0.001589993
Fam53b,2.155547413,4.41E-09
Trim21,-0.653092952,0.122629736
Knop1,-0.813086337,0.011260498
Bccip,-0.940239455,8.64E-06
Dhx32,-0.382737306,0.193890847
Stim1,0.681400594,0.010299313
Mki67,-1.336597063,0.030131182
Atp6ap2,-0.561846338,0.238057455
Swap70,-0.912236673,4.97E-06
Wee1,-1.137709971,0.008292946
Tmem9b,-0.300416394,0.386011967
Denn2b,-0.516969213,0.191477471
Trim66,2.133477383,0.081707053
Tub,0.868997016,0.167918974
Usp11,0.071172189,0.830235543
Glrx3,0.038380261,0.954922392
Fgf15,2.363848596,0.056183603
Ano1,0.605624248,0.781736186
Dock11,-0.22609197,0.468635428
Tnni2,-0.434241299,0.477763658
Sash3,-0.591423582,0.079198952
Elf4,0.094996453,0.84709928
Enox2,0.164947149,0.613461151
Stk26,-0.231451324,0.732751961
Gpc4,0.139802433,0.932091938
3830403N18Rik,1.241048688,0.493143607
Slc9a9,0.370114042,0.512978925
Cd40lg,-0.076578318,0.976560359
Mcf2,0.598226309,0.630923844
Plp2,-0.474468161,0.066684973
Praf2,-0.843854899,0.125065929
Ccdc120,-0.391817443,0.868891745
Slc35a2,-0.156156594,0.798178731
Pqbp1,-0.635771922,0.017513535
Gata1,-1.462344503,0.361425641
Wdr13,-0.210284315,0.534928256
Ebp,-0.672281126,0.052254051
Slc38a5,0.449756382,0.777560804
Vbp1,-0.728822951,0.203563304
Heph,3.933137989,NA
Stard8,0.510866069,0.33113258
Magee2,-1.4528903,0.555105656
Cox7b,-0.795587001,0.077083782
Itm2a,2.95798152,1.59E-09
Hmgn5,0.007646649,0.991901442
Sh3bgrl,-0.210207069,0.613461151
Xkrx,3.624930934,0.056534897
Btk,0.077489038,0.876412493
Col4a5,-0.475016974,0.753971258
Slc7a3,-0.043755734,0.978339174
Zmym3,0.032891215,0.941067506
4930519F16Rik,0.137571635,0.874811764
Flna,-0.056140575,0.877767864
Mtm1,0.197034515,0.484495324
Gpm6b,0.062066938,0.930335836
Nsdhl,-0.8404894,0.004606418
Hccs,-0.680955274,0.161143641
Rbbp7,-0.835226353,0.009224584
Amelx,1.772523284,0.149975038
Arhgap6,0.998140797,0.003327096
Ctps2,0.377406586,0.181374694
Bgn,1.465193527,0.123084084
Atp2b3,1.038681445,0.757297679
Bmx,1.369189619,0.468635428
Abcd1,0.245095179,0.599000039
Plxnb3,0.041186893,0.983162079
Renbp,-0.038200969,0.947754019
Arhgap4,-0.348082613,0.266125452
Avpr2,-0.661924473,0.167369274
Plxna3,-0.61307104,0.311874444
Fam3a,0.710723579,0.192056258
Mpp1,-0.248178334,0.554598549
Dkc1,-1.427478919,3.68E-13
Morf4l2,-1.336775981,2.95E-05
Zcchc18,-0.557478152,0.108582497
Tsc22d3,-0.557829673,0.553326509
Prps1,-0.883504957,0.016673661
Mcf2l,0.94450963,0.243717212
Lamp1,-0.585015447,0.135335023
Atp4b,-1.457262432,NA
Gas6,0.70022629,0.495620861
1700029H14Rik,1.8371408,0.064014032
Rasa3,0.990865576,2.57E-07
Agpat5,0.739205396,0.061975808
Slc25a15,-1.227939444,0.008472972
Chrnb3,1.896443711,0.041346536
Cd209a,0.956733629,0.274502332
Cd209d,-0.795008558,0.664120534
Col4a1,1.040545648,0.296579609
Col4a2,1.319103076,0.258338178
Tex29,-0.454681064,0.789854444
Leprotl1,-0.409784693,0.468635428
Gpm6a,-0.828622379,0.685268064
Dlc1,0.375269136,0.513226717
Dusp4,-0.48211925,0.234414283
Ap3m2,0.34848802,0.115700705
Ank1,-0.24139778,0.844076976
Tenm3,1.15165551,0.477763658
Dctd,-1.382358755,7.61E-05
Mak16,-0.600702808,0.047294892
Rbpms,-0.044249566,0.951429566
Msmo1,-0.842884325,0.017069533
Hpgd,-0.293663188,0.699969031
Nr3c2,0.27060175,0.778386048
Sorbs2,-0.065470172,0.948979575
Irf2,0.73625261,0.003284227
Pdlim3,0.337312842,0.788051299
Lrp2bp,-0.243594618,0.763863211
Tlr3,-0.544051383,0.337499966
Heatr3,-1.269277076,2.42E-08
Adcy7,0.285682117,0.203759622
Snx20,2.322044982,1.17E-15
Rbl2,2.957802617,2.13E-33
Orc6,-0.979008082,0.009221732
Mylk3,0.251393037,0.879918274
Gpt2,-1.500143474,0.002696854
Rfx1,0.222270096,0.623913752
Tecr,-0.370032882,0.282062663
Tbc1d9,-0.082937376,0.91445704
Gab1,0.803467622,0.469105882
Hp,0.946069529,0.49548863
Zfp821,0.40820396,0.207214884
Dhodh,-0.697536774,0.126703969
Phlpp2,-0.061469016,0.909235261
Mmp2,1.581723843,0.225188312
Amfr,-0.39650913,0.2545195
Nudt21,-0.917976635,0.018705168
Bbs2,0.682587982,0.021004774
Mt2,0.023714047,0.991377646
Mt1,1.283898806,0.150373945
Arl2bp,0.0969779,0.824885356
Cx3cl1,-0.419651881,0.850949385
Ccl22,-0.597838583,0.579681935
Ccl17,-0.735983988,0.760249034
Adgrg1,-0.411984517,0.659014371
Mmp15,3.448084258,0.003558399
Usb1,-0.382201372,0.43393847
Tpm4,0.078965992,0.852033155
Phxr4,-0.040044076,0.947754019
Gins2,-0.622850316,0.266569495
6430548M08Rik,0.166043679,0.810514329
Crispld2,1.544408405,0.33413614
Klhl36,-0.242387962,0.534410377
Mast3,-0.184798529,0.72910818
Rab3a,-0.069786246,0.922429184
Pde4c,0.627187902,0.379231538
Bco1,1.260279293,0.394239943
Pbx4,0.129984937,0.846370929
Lpar2,-1.221356564,0.000405986
Cdh5,-0.067163839,0.941067506
Cmtm3,-0.396487515,0.380284126
Ces2g,-0.392443685,0.756213862
Cdh16,0.682715135,NA
Car7,0.528465669,0.592303934
Hsd11b2,0.992631637,0.181105324
Tsnaxip1,0.096482273,0.93997825
Psmb10,-1.141280116,0.001001723
Pla2g15,-0.006840684,0.990178227
Slc7a6,-0.956775688,0.002650983
Zfp90,-0.074872329,0.850949385
Nip7,-0.961365515,0.000531012
Tmed6,-0.972601567,0.574658422
Cyb5b,-0.881483898,0.002935978
Maml2,0.403414092,0.54586235
Ankrd49,-0.824471318,0.027252383
Taf1d,-0.418747163,0.115599359
Kars,-1.141633424,8.76E-05
Gabarapl2,-0.026281114,0.959821553
Tmem231,-0.917452116,0.167850627
Tmem170,-0.139533122,0.818099348
Cfdp1,-1.050823899,0.001268068
Bcar1,1.624763357,0.308477756
Ctrb1,5.611875287,NA
Ldhd,0.154906337,0.81501041
Aars,-1.204168767,4.64E-07
Bmper,2.254337881,0.334120474
Acad8,3.192742399,1.22E-13
Ccsap,0.252008909,0.664248006
Abcb10,0.07383934,0.884971614
Urb2,-0.978765571,0.000203534
2310022B05Rik,-0.737333621,0.047913125
2810004N23Rik,-0.807424755,0.012617158
St14,2.242295226,5.24E-16
Dcun1d5,-0.990390615,0.006300533
Sesn3,-0.369053857,0.101418947
Thy1,-0.927037265,0.215995703
Sc5d,-1.470200152,5.16E-09
Rexo2,-0.951041328,0.011297347
Nxpe2,-1.14390161,1.62E-05
Ets1,-0.551096599,0.022360983
Abhd12,0.18202159,0.618967907
Acat1,-0.364237291,0.165697403
Rdx,-0.834295838,0.003442718
Pou2af1,0.018729828,0.949282215
Tex12,-1.016524104,0.563092384
Bco2,-0.609188527,0.401222595
Cadm1,-0.113663738,0.862584187
Bace1,-0.029357009,0.947754019
Ddx25,1.482848969,0.003516074
Pus3,-0.67155193,0.088185058
Pdzd3,-2.12603403,0.434430792
Nlrx1,1.240098589,0.001268068
Trappc4,-0.845781184,0.071570249
Chek1,-1.874454247,4.67E-05
Slc37a4,-0.363571716,0.33448851
Stt3a,-0.911826544,0.003665014
Fez1,1.693049857,NA
C2cd2l,-0.005224226,0.991971125
Slc37a2,1.512756156,0.03268272
Dpagt1,-1.059842108,0.000388099
Robo4,1.240919195,0.439196455
Hmbs,-1.49106883,0.002574701
Robo3,8.617455147,1.67E-11
Abcg4,-1.615591075,0.24421553
Mcam,3.937990434,2.03E-08
Icam5,0.771257761,0.507407307
Pde4a,-1.018395801,0.01193904
Ldlr,-1.641978377,0.005605812
Lipc,-1.033305023,0.085235003
Rsl24d1,-0.818641135,0.012158142
Nedd4,-1.21265461,0.000510576
Ccnb2,-1.186242674,0.108238847
Mns1,-0.353842532,0.638897427
Fam81a,1.953437944,0.042633277
Anxa2,0.129610151,0.876038311
Cgnl1,0.641790274,0.644958115
Rp9,-0.15695122,0.731348405
Itga11,0.178927567,0.904495365
Cln6,0.612581566,0.261721023
Anp32a,-0.727770104,0.002045692
Irak1bp1,1.586406754,0.004658011
Kif23,-0.567193426,0.229721074
Lca5,2.121863103,1.24E-11
Tent5a,0.26629784,0.46701277
Cyp19a1,1.524847573,0.215474986
Paqr5,2.374037485,2.04E-07
Idh3a,-0.858633915,0.002180569
Imp3,-0.54854837,0.322177568
Pkm,-0.865098461,0.012462448
Psma4,-0.994949104,0.002262825
Nrg4,-0.450225586,0.436414841
Csk,-0.634964502,0.030024184
Pstpip1,1.204933863,7.44E-06
Stra6,3.257086007,0.245552075
Tmem30a,-0.457690808,0.227186889
Cox7a2,-0.769178185,0.115121038
Col12a1,2.579037836,0.148740271
Stoml1,0.540819718,0.094449706
Loxl1,0.733961977,0.545713622
Neo1,1.095851487,0.2545195
Gsta4,-0.177096773,0.906819568
Ctsh,0.416067887,0.173107836
Hcrtr2,0.54812005,0.302353057
Tpm1,0.02518058,0.932681994
Car12,-0.954293257,0.408868108
Plod2,3.828217713,1.22E-08
Aph1b,-0.557845463,0.349735144
Plscr4,-0.07539533,0.974092311
Dapk2,-0.681729894,0.54586235
Ciao2a,-0.865045305,0.029496051
Csnk1g1,1.950792854,5.76E-17
Parp16,-0.089984305,0.917700038
Tfdp2,0.822851934,0.081728503
Ube2cbp,-0.436471294,0.464995603
Me1,1.090075721,0.72881735
Syncrip,-0.710954635,5.34E-05
Cmtm6,-0.228047989,0.654402839
Cmtm7,-0.775115518,0.050439839
Stt3b,-0.597701949,0.005231725
Rbp2,6.428546588,NA
Mrps22,-0.982442453,0.010084001
Pik3cb,0.469023227,0.475865693
Mras,1.166202337,0.15498543
Ngp,-1.391594323,0.534124096
Ptgs2,0.812920163,0.743954368
Kif9,0.459312598,0.35936563
Ltf,-1.707577034,0.438856993
Fbxl2,-0.210573336,0.717643775
Scn5a,0.94566821,0.618577017
Rab6b,0.665699169,0.211791551
Trf,0.04629511,0.951893981
Bfsp2,2.780861634,5.13E-28
Gnai2,-0.077914695,0.841113932
Mrpl3,-0.85263319,0.001717095
Cpne4,0.900314562,0.707474452
Aste1,-0.513503183,0.131999913
Atp2c1,-0.56257525,0.154798731
Col6a4,1.119137692,0.492917663
Manf,-1.317382411,0.000830867
Mapkapk3,2.577170364,4.03E-16
Mst1,-0.385517595,0.354668898
Ip6k1,0.309523751,0.471256395
Uba7,0.30859633,0.459676756
Nicn1,0.236441376,0.753054182
Eml4,-0.839406848,0.000164471
Chsy1,-0.793102352,0.004504908
Gpr19,0.315518156,0.588951855
Oas3,0.474940923,0.390271147
Cd59a,0.286385693,0.712959779
Malt1,-0.635659812,0.008931794
Oas2,0.533475084,0.330404629
Nlrp3,-0.157458378,0.865014525
Lmo2,-0.690863787,0.023015365
Kank1,0.971200979,0.588951855
Syde1,0.005409143,0.995672943
Trib3,-1.467413722,0.130043185
Mansc1,1.056682008,0.506050665
Folr2,0.249437495,0.859894956
Snx33,0.353857579,0.152054743
Inppl1,-0.610010935,0.051539597
Tpcn1,0.872987025,0.047388422
Heyl,3.741867984,0.0002091
Gab3,1.002186975,0.007897462
Gng11,1.070859111,0.502068806
Mctp2,-0.11816271,0.804612688
Troap,-0.171221401,0.900797959
Lama1,2.407115251,0.314539528
Fanca,-0.348636536,0.31177648
Igdcc4,2.021100263,0.099720898
Loxhd1,1.212450479,0.348903543
Ppp1r9a,0.421569634,0.518432153
Pwp2,-0.830740818,0.013039918
Arhgef17,0.77404327,0.624008286
Acsl3,-1.519222316,6.01E-07
Gm6685,3.657840257,0.16390835
Rims3,0.099685104,0.881153738
Rangrf,-1.432207074,0.014509417
Fbxo21,-0.387054447,0.203968645
Slc16a1,-2.412336107,1.04E-12
Sgpp2,-0.262210756,0.539392845
Cspg4,3.18003871,NA
Lrig2,0.049247392,0.914228583
Adgre4,-0.118558194,0.870004979
Rasgrp2,-0.442864007,0.247989417
Pebp1,-0.694540092,0.248736273
Ift57,-0.635110803,0.265402057
Chpf,-1.124844746,0.000429331
Polr2f,-0.831907962,0.016722998
Klra9,0.498630731,0.692389721
Klrc3,0.548685543,0.724613127
Calhm2,1.467387028,2.58E-05
Gm7879,-0.310180386,0.853377773
Eif3l,-0.649251132,0.04074143
Pygb,-0.716830501,0.004147931
Lmo7,0.011476084,0.990590289
Clec1a,0.185847709,0.862853657
Tbc1d4,0.369054212,0.443352823
Cdc14b,0.564997757,0.05248579
Lss,-0.995335289,0.000511559
Slc35d2,0.193704515,0.63401528
Atg9a,0.330538387,0.267708294
Phldb2,0.786865498,0.575830078
Atp1a1,-0.841170988,0.018643862
Dis3,-1.01597269,9.44E-06
Card10,0.680420013,0.667070916
Tmprss7,-0.587241132,NA
Mzt1,-0.656964307,0.032383857
Lpcat2,0.298061517,0.412270742
Myh2,5.517236826,NA
Ttc28,2.409633296,1.48E-12
AA467197,-2.095402384,0.381475995
Gm9758,5.014992507,NA
Rac2,-0.466803809,0.122250897
Wnt6,4.064392986,0.004072664
Slc35a4,-0.639635036,0.157241305
Ptprm,-0.311666686,0.611297884
Kctd17,0.891878528,0.565517223
Noc4l,-0.901425749,0.007347263
Ptprf,1.048704331,0.346810456
Mif,-0.473244091,0.324517344
Fbxl8,-0.016338985,0.982573374
Gstt2,-0.164417494,0.794802754
Tnxb,0.182012062,0.932501996
Rtp4,0.210212046,0.780866743
Pus7l,-0.680314435,0.008292946
Trim69,-1.23056412,0.338271793
Atp6v0b,-0.338012396,0.497551621
Frrs1,1.985151128,7.68E-10
Agl,0.911686198,0.004965839
Syce1l,1.799576078,NA
Gucd1,0.238955982,0.431047222
Tagap,-0.97008124,0.005470749
Armcx1,1.316235475,0.629744206
Crlf2,0.143460902,0.702625073
Cysltr2,-0.39952359,0.777560804
Gtf2a2,-0.47337133,0.297383195
Angptl1,-0.193292707,0.667568547
Fam20b,-0.410650203,0.129980159
Rbfox2,1.172396924,0.398080097
Myo6,0.26228817,0.708597819
Igf2bp2,1.388231338,0.264285372
Reep4,-0.46018047,0.260867288
Rfwd3,-0.847657591,0.020409272
Pank1,-0.58533276,0.163422454
Map3k13,-0.000498626,0.999635691
Hacd3,-1.290574478,0.001486303
Clec18a,0.256782281,0.764942239
Piwil2,-0.540967267,0.447105309
Ucp2,-0.258827529,0.47528611
Smyd5,-0.873575561,0.003711622
Lrrc24,-0.669192421,0.078340649
Sfxn5,0.771782036,0.008401558
Vav3,0.134959554,0.682719245
BC034090,2.844918276,1.02E-07
Sf3b3,-0.574688918,0.073455825
Gadd45gip1,-1.044075212,0.003260029
Mnd1,-0.16216393,0.889412806
Recql4,-1.402392424,0.001168794
Nrxn2,2.452998024,2.59E-05
Dysf,0.097985641,0.897304995
Alg3,-0.967906742,0.001178673
Dnah8,1.154245727,0.012016814
Pla2g4c,-1.976193183,0.056077343
Gm28042,-0.315929212,0.72881735
Kcnk10,0.314552608,0.681902327
Ston1,2.504011392,0.004490693
Klf9,-0.109333391,0.893031537
Pxk,-0.527397086,0.034062568
Gucy1a1,0.673839119,0.574935985
Trim36,0.523204959,0.41629147
Aspm,-1.141159908,0.123084084
Rfc3,-0.853432195,0.057823799
Zfp944,-0.614583693,0.063046946
Coil,-0.794168252,0.007241455
Dnah17,0.910797503,0.247642709
Ttc37,0.194445519,0.691443856
Rxfp1,0.003816476,0.995285509
Cct2,-0.754889234,0.058330912
Fgd5,0.883231169,0.464124636
Lyl1,-1.234797418,2.39E-05
Phka1,-0.061075769,0.872480679
Myrfl,-0.605875461,0.790057216
Ypel4,-1.918533861,0.361644097
Kctd7,-0.471199433,0.24980312
Tmed8,0.010973768,0.985582469
Scn11a,1.009202805,0.620938649
Vav1,-0.370605301,0.139544503
Ptgdr2,-0.866933237,0.546599591
Pomt2,1.592860993,0.000585255
Tspan8,-1.552564445,0.550151798
Tmem63c,1.775121268,0.538986752
Emid1,-0.099112298,0.855239192
Ccnd3,0.171314661,0.855239192
Faah,0.737395429,0.10768527
Rnf43,-0.878633609,0.061651605
Hsdl1,-0.244159512,0.553854054
Chmp7,-0.596259297,0.225680513
Gas2l1,0.929580607,0.267126012
Chchd4,-1.238892508,5.41E-05
Rasl10a,0.994517911,0.541529523
Foxj1,-0.593637985,0.578192653
Gm884,4.526375968,NA
Hdac11,0.069409737,0.915031174
Plekhm1,0.911738241,0.004212579
Slc25a37,-0.555182842,0.2024725
Zdhhc14,0.01127131,0.983761606
Igsf9b,3.678823309,0.05742373
Evpl,-0.208972762,0.886503915
Med13,-0.378544212,0.253531472
Sdr42e1,0.987121158,0.047577876
Kif4,-1.239161025,0.036763501
Trim59,-0.220090811,0.659014371
Exosc1,-0.87120388,0.000285901
Kctd9,-0.588850017,0.098752561
Plcg2,-0.041327625,0.900517657
Zbed4,-0.722734847,0.055100237
Cbl,0.198302621,0.654402839
Ramp1,0.272625174,0.848200891
Mtmr3,0.086244705,0.855478522
Cpne2,3.390853712,1.45E-11
Csta1,0.845014601,0.539622597
Tkfc,-0.5602954,0.181218985
Lif,2.88434198,1.99E-07
Spata6,0.877797349,0.001864083
Pja1,-0.924832427,0.052472053
Pkd1l2,5.750070218,1.38E-05
Gcsh,-1.140376785,0.001438259
Cops8,-0.731946544,0.11258663
Gm9761,0.349484684,0.935680975
Gbp8,-0.319690897,0.594279948
Trmt5,-1.054545572,0.008122212
Cyb561a3,-0.370322996,0.57810006
Eda2r,6.690152075,0.019372269
Rasd2,1.731657496,0.118119185
Snx2,-0.058368482,0.870955782
Uaca,1.065376513,0.47162558
Zfp395,0.867298447,0.064984917
Morc2a,-0.541400442,0.049679465
Zfyve9,0.336276548,0.71691388
Ccpg1,0.701811,0.065950156
Ptpn13,0.955788129,0.390271147
Tent4a,-0.857481556,0.030422643
Hid1,0.547612465,0.675415034
Slc41a2,0.241224669,0.573930091
Ppp1r18,-0.698621892,0.017850488
2700049A03Rik,0.163058403,0.624611009
Pik3ip1,1.064986643,0.015189994
Mtrr,-0.803065817,0.001863093
Rxylt1,2.578662537,1.91E-15
Ly6d,-0.574668508,0.20874362
Tiparp,-0.530029057,0.122629736
Lrrn1,-0.029859895,0.990590289
Ythdc2,-0.462945932,0.193567278
Tmem109,-0.861556338,0.031421352
Xpot,-0.695830326,0.007604179
Pbx2,-0.527561362,0.153089672
Fras1,1.773884254,0.215995703
Dnai2,2.083435166,0.39947687
Ttyh2,0.342238878,0.541481184
Cnot6l,-0.151639216,0.715437748
Adgrb1,1.328235497,0.647805358
Pabpc5,2.506223154,0.276553182
Nostrin,1.528313997,0.051113003
Tle6,-0.254300728,0.850559674
Glis1,-0.234110217,0.88580221
Tle2,0.029537453,0.980057555
Gpsm3,-0.05770269,0.891545256
Gna15,3.352898289,5.53E-15
Ccdc122,3.101387839,5.80E-08
Scn7a,0.878899576,0.692753067
Celf5,4.881335428,4.12E-19
Nup54,-0.812545492,0.003184849
Tet3,-0.168040453,0.762004667
Tespa1,-1.109915517,0.002939605
Plvap,0.380425799,0.736974089
Mfsd12,-0.968558045,2.75E-05
Cxcl10,-0.272593749,0.84133752
Fam214a,1.734572508,6.66E-20
Ankrd27,-0.858356296,0.001245146
Myl12b,0.002680969,0.995285509
Gipc3,2.484765202,0.023594589
Nudt19,-1.51926161,0.000115072
Tbxa2r,3.02039942,2.57E-12
Lrr1,-1.783343364,0.218984208
Filip1,1.625566297,0.305556718
Pip5k1c,-0.053428461,0.899601215
Cobll1,-0.441431517,0.386423883
Tjp3,0.931874896,0.008738152
Cdhr2,4.090610933,0.036827093
Dhcr24,-1.481407878,0.000621772
Synrg,-0.030408438,0.94904184
Cebpa,-0.005998568,0.995285509
Atcay,0.939347948,0.428442504
Parm1,0.199107412,0.915641278
Hrh2,0.381678825,0.439194311
Dpp4,0.654123062,0.005871627
Rrp12,-0.661875492,0.011365184
Zc4h2,-0.400963829,0.600848659
Eef2k,-0.428981896,0.163483469
Arhgap5,-0.648560932,0.023462581
Mitf,0.374551684,0.578885926
Zc3h12c,-1.863885208,4.74E-09
1110059E24Rik,-0.092537647,0.771228648
Ppp1r32,0.862304036,0.337637169
Ubd,-0.546259891,0.685789653
Rfpl4,1.822095022,NA
Arl6ip5,-0.530677146,0.054137049
Lars2,-2.127403216,0.153580709
Slfn8,0.229471077,0.677872196
Xrra1,1.923219952,0.000650679
Leprot,-0.007573545,0.989123278
Lsm7,-0.508267997,0.685268064
Scai,0.011258046,0.980057555
Oaz1,-0.254013155,0.640980573
Abi3bp,-0.643087015,0.433796962
Amh,-0.969480865,0.177007967
Pkig,-0.603241416,0.046655145
Hpse,-0.39338784,0.345402461
Ssc5d,1.018528393,0.542540047
Adrb1,0.165022668,0.898735748
Mid1,1.265738689,0.042159626
Gnptab,-0.428362423,0.025108895
Fbxo33,-0.080208905,0.877055695
Uchl4,0.102484298,0.861956644
Lzts2,0.020802313,0.985927477
Nup37,-0.655883675,0.099999385
Kcnh4,-0.629134166,0.261769664
Pdzrn3,0.476055778,0.86346666
Parpbp,-0.978672684,0.189310788
Rmi1,-0.429898172,0.072046228
Pcsk7,-0.199241759,0.559967544
Brsk1,0.258332198,0.863123232
Cfap53,1.547013824,0.013809866
Klf16,-1.239491618,0.000359978
Crb2,0.427349025,0.736553879
Thyn1,2.260032506,2.56E-08
Ccr3,-0.348275767,0.511931667
Foxa1,2.524009688,0.076336381
Fignl1,-1.421506735,4.87E-05
Prdm8,1.128969365,0.180037672
Stab2,0.393439354,0.656126831
Slc25a21,0.244059118,0.906307683
Galm,-0.080449882,0.945716449
Tgfbi,0.138546816,0.856203508
Ccdc180,0.891299107,0.380695457
Aldh1b1,-0.429729431,0.444302493
Utp6,-0.988478584,3.31E-06
L3mbtl1,0.116559655,0.952900593
Tsen34,-0.416648799,0.19899629
Melk,-1.352667324,0.038129781
